"","median","mean","min","max","std","NaN_count","Data_completion","Potential_outlier"
"Survival.to.age.65..female....of.cohort..y",55.525669,55.0841444459016,42.346983,71.8707242,8.13280155517031,1,0.983870967741935,1
"Survival.to.age.65..male....of.cohort..y",46.6306838,46.3562283114754,33.147233,61.9380112,8.06395053182204,1,0.983870967741935,0
"Wanted.fertility.rate..births.per.woman..y",3.45,3.56666666666667,3,4.5,0.500666222813829,56,0.0967741935483871,0
"Female.headed.households....of.households.with.a.female.head..y",32.2,32.7571428571429,31,36.1,1.73767770588329,55,0.112903225806452,0
"Women.who.were.first.married.by.age.15....of.women.ages.20.24..y",5.3,5.1,3.8,6.2,0.864869932417586,56,0.0967741935483871,0
"Women.who.were.first.married.by.age.18....of.women.ages.20.24..y",25.5,26.2666666666667,22.9,31,2.92141518217912,56,0.0967741935483871,0
"Teenage.mothers....of.women.ages.15.19.who.have.had.children.or.are.currently.pregnant..y",20.5,20.6857142857143,17.7,25.4,2.75283403751393,55,0.112903225806452,0
"Population.ages.00.04..female....of.female.population.",18.79400796,18.089893427377,12.88600248,20.57331987,2.27518397292978,1,0.983870967741935,1
"Population.ages.00.04..male....of.male.population.",19.21243825,18.4477165204918,13.31788612,20.87936712,2.16618222073753,1,0.983870967741935,1
"Population.ages.0.14..female",5793826,5840466.16393443,1889947,10288213,2674108.76702494,1,0.983870967741935,0
"Population.ages.0.14..female....of.female.population.",47.7593099,46.3338831052459,38.03016053,49.8895973,3.46462688551051,1,0.983870967741935,1
"Population.ages.0.14..male",5857518,5900076.14754098,1885966,10461920,2730255.4807012,1,0.983870967741935,0
"Population.ages.0.14..male....of.male.population.",47.78944899,47.0206778972131,39.15605078,50.57285624,3.14943135802179,1,0.983870967741935,0
"Population.ages.0.14..total",11651342,11740545.3442623,3775911,20750132,5404357.59728819,1,0.983870967741935,0
"Population.ages.0.14....of.total.population..y",47.81034867,46.6751620555738,38.58960364,50.23011095,3.30133033075818,1,0.983870967741935,0
"Population.ages.05.09..female....of.female.population.",15.8189015,15.3085712327869,12.7945442,16.43294854,1.02961090668435,1,0.983870967741935,1
"Population.ages.05.09..male....of.male.population.",15.71830224,15.5141508822951,13.13046561,16.64994792,0.929166189852379,1,0.983870967741935,0
"Population.ages.10.14..female....of.female.population.",13.00667459,12.9354184454098,11.4720645,13.80182503,0.534114641613487,1,0.983870967741935,1
"Population.ages.10.14..male....of.male.population.",12.96227625,13.058810495082,11.37454911,14.04286864,0.5667059913938,1,0.983870967741935,1
"Population.ages.15.19..female....of.female.population.",10.75434565,10.7613291362623,8.206153014,11.8309508,0.806722912740546,1,0.983870967741935,1
"Population.ages.15.19..male....of.male.population.",10.7847093,10.8244179127213,8.177091257,12.01169284,0.873221964643391,1,0.983870967741935,0
"Population.ages.15.64..female",5804597,6888794.85245902,1986533,15982403,4166683.72454288,1,0.983870967741935,0
"Population.ages.15.64..female....of.female.population.",49.11347509,50.7532331096721,47.08643658,59.07861275,3.79131033417194,1,0.983870967741935,1
"Population.ages.15.64..male",5679920,6760059.8852459,2053825,15689536,4047721.95395042,1,0.983870967741935,0
"Population.ages.15.64..male....of.male.population.",49.28716759,50.5349339690164,46.75297572,58.72156051,3.57227776458563,1,0.983870967741935,0
"Population.ages.15.64..total",11484516,13648854,4040358,31671946,8214327.33068536,1,0.983870967741935,0
"Population.ages.15.64....of.total.population..y",49.18383288,50.6452554821311,46.99329662,58.90121004,3.67190983114964,1,0.983870967741935,1
"Population.ages.20.24..female....of.female.population.",8.86284146,8.87507770122951,6.77928417,10.14663766,0.953906563273085,1,0.983870967741935,1
"Population.ages.20.24..male....of.male.population.",8.84765218,8.87458948780328,6.733703953,10.23579319,1.00621517402277,1,0.983870967741935,1
"Population.ages.25.29..female....of.female.population.",7.176482418,7.32890923244262,5.544016503,8.647794412,0.921938865444918,1,0.983870967741935,1
"Population.ages.25.29..male....of.male.population.",7.153641129,7.29244493842623,5.486078523,8.633716058,0.958660067256615,1,0.983870967741935,1
"Population.ages.30.34..female....of.female.population.",5.879067021,6.00434507314754,4.476555211,7.536818682,0.849556275860988,1,0.983870967741935,0
"Population.ages.30.34..male....of.male.population.",5.948519557,5.97107324054098,4.412968889,7.489565844,0.875732506362665,1,0.983870967741935,0
"Population.ages.35.39..female....of.female.population.",4.771069725,4.82705460865574,3.602899272,6.443069625,0.691936241687289,1,0.983870967741935,0
"Population.ages.35.39..male....of.male.population.",4.827644446,4.81236381796721,3.534346653,6.379187745,0.715147692002825,1,0.983870967741935,1
"Population.ages.40.44..female....of.female.population.",3.849588237,3.85076551944262,2.894283511,5.164161914,0.514224006538842,1,0.983870967741935,1
"Population.ages.40.44..male....of.male.population.",3.862652351,3.84410176954098,2.815135454,5.099087236,0.549151519456066,1,0.983870967741935,0
"Population.ages.45.49..female....of.female.population.",3.072854817,3.07550832142623,2.332124852,4.023354648,0.369376536994502,1,0.983870967741935,0
"Population.ages.45.49..male....of.male.population.",3.076780301,3.06508196462295,2.240535765,3.949192259,0.436695152045172,1,0.983870967741935,0
"Population.ages.50.54..female....of.female.population.",2.43142295,2.46615446114754,1.897629295,3.065159012,0.291345072640228,1,0.983870967741935,0
"Population.ages.50.54..male....of.male.population.",2.413293676,2.44230405554098,1.782293831,3.335018281,0.393887712141013,1,0.983870967741935,1
"Population.ages.55.59..female....of.female.population.",1.906046949,1.98493030257377,1.501162884,2.767491548,0.288117454481551,1,0.983870967741935,1
"Population.ages.55.59..male....of.male.population.",1.880440153,1.92737211813115,1.3499212,2.666135008,0.366453644434786,1,0.983870967741935,0
"Population.ages.60.64..female....of.female.population.",1.481054908,1.57915875331148,1.155730557,2.33837077,0.29112568813753,1,0.983870967741935,0
"Population.ages.60.64..male....of.male.population.",1.425117286,1.48118466316393,0.975572371,2.095723014,0.32125643559714,1,0.983870967741935,0
"Population.ages.65.69..female....of.female.population.",1.099730971,1.20315602211475,0.862613797,1.77789557,0.252843135179504,1,0.983870967741935,0
"Population.ages.65.69..male....of.male.population.",1.024359915,1.0786827515082,0.680251103,1.513115599,0.255523912845716,1,0.983870967741935,0
"Population.ages.65.and.above..female",306100,350254.31147541,168302,782157,154049.718213043,1,0.983870967741935,0
"Population.ages.65.and.above..female....of.female.population.",2.648081863,2.91288378481967,2.255101423,4.160965906,0.575724081631851,1,0.983870967741935,1
"Population.ages.65.and.above..male",282613,280516.68852459,135509,567071,98625.1830895708,1,0.983870967741935,1
"Population.ages.65.and.above..male....of.male.population.",2.390962611,2.44438813427869,1.605057914,3.328309694,0.575690515743114,1,0.983870967741935,1
"Population.ages.65.and.above..total",588717,630768.721311475,303813,1349222,251455.397349718,1,0.983870967741935,0
"Population.ages.65.and.above....of.total.population.",2.508492227,2.67958246201639,1.932345794,3.741502547,0.563601249265501,1,0.983870967741935,0
"Population.ages.70.74..female....of.female.population.",0.751301387,0.844344279,0.617465187,1.224095637,0.181040583350472,1,0.983870967741935,0
"Population.ages.70.74..male....of.male.population.",0.696333713,0.71625599547541,0.449406902,1.001079675,0.177157902017879,1,0.983870967741935,0
"Population.ages.75.79..female....of.female.population.",0.459094413,0.518544812606557,0.410879187,0.724340644,0.101336222900114,1,0.983870967741935,1
"Population.ages.75.79..male....of.male.population.",0.421106474,0.408876393967213,0.270789305,0.547979464,0.0990451549183819,1,0.983870967741935,0
"Population.ages.80.and.above..female....of.female.population.",0.342353911,0.346838671065574,0.27086489,0.458732722,0.0535850636888293,1,0.983870967741935,0
"Population.ages.80.and.above..male....of.male.population.",0.261825114,0.240572993409836,0.146869673,0.311211987,0.0540473523884819,1,0.983870967741935,0
"Sex.ratio.at.birth..male.births.per.female.births.",1.03,1.03,1.03,1.03,0,38,0.387096774193548,0
"Age.dependency.ratio....of.working.age.population.",103.3188439,98.4338650121312,69.77580096,112.7963094,13.7906022611584,1,0.983870967741935,1
"Age.dependency.ratio..old....of.working.age.population.",5.126180328,5.37167823611475,3.537390054,7.607968304,1.40166725487596,1,0.983870967741935,0
"Age.dependency.ratio..young....of.working.age.population.",97.65038962,93.0621867731148,65.51581011,106.8205224,12.6694461297368,1,0.983870967741935,0
"Population.growth..annual....x",3.18384747,3.15066602495,2.251879431,3.865149008,0.491876180558285,2,0.967741935483871,1
"Population..total.x",23724574,26020168.0491803,8120082,53771300,13806919.5830531,1,0.983870967741935,0
"Population..female",11904523,13079515.3278689,4044782,27052773,6964054.13545419,1,0.983870967741935,0
"Population..female....of.total.population.",50.17802638,50.2007820809836,49.81208318,50.38513392,0.149370184367647,1,0.983870967741935,0
"Population..male",11820051,12940652.7213115,4075300,26718527,6842888.7655727,1,0.983870967741935,0
"Population..male....of.total.population.",49.82197362,49.7992179190164,49.61486608,50.18791682,0.149370184367647,1,0.983870967741935,0
"Completeness.of.birth.registration..female....",62.75,62.75,59.1,66.4,5.1618795026618,60,0.032258064516129,0
"Completeness.of.birth.registration..male....",64.15,64.15,60.9,67.4,4.59619407771256,60,0.032258064516129,0
"Completeness.of.birth.registration..rural....",56.7,53.9,44,61,8.83911760301898,59,0.0483870967741935,0
"Completeness.of.birth.registration..urban....",76.3,73.0333333333333,64,78.8,7.92233130671353,59,0.0483870967741935,0
"Completeness.of.birth.registration....",60,58.3,48,66.9,9.56399498117811,59,0.0483870967741935,0
"Unmet.need.for.contraception....of.married.women.ages.15.49.",17.5,22.4538557081818,13.8,38,8.79728344948265,51,0.17741935483871,1
"Problems.in.accessing.health.care..not.wanting.to.go.alone.....of.women...Q1..lowest.",17.15,17.15,15.5,18.8,2.33345237791561,60,0.032258064516129,0
"Problems.in.accessing.health.care..not.wanting.to.go.alone.....of.women...Q2",14.15,14.15,12.6,15.7,2.1920310216783,60,0.032258064516129,0
"Problems.in.accessing.health.care..not.wanting.to.go.alone.....of.women...Q3",13.5,13.5,10.9,16.1,3.67695526217005,60,0.032258064516129,0
"Problems.in.accessing.health.care..not.wanting.to.go.alone.....of.women...Q4",10.4,10.4,8.1,12.7,3.25269119345812,60,0.032258064516129,0
"Problems.in.accessing.health.care..not.wanting.to.go.alone.....of.women...Q5..highest.",8.55,8.55,6.1,11,3.46482322781408,60,0.032258064516129,0
"Problems.in.accessing.health.care..distance.to.health.facility.....of.women...Q1..lowest.",35.05,35.05,26.7,43.4,11.8086832458153,60,0.032258064516129,0
"Problems.in.accessing.health.care..distance.to.health.facility.....of.women...Q2",28.55,28.55,26.1,31,3.46482322781408,60,0.032258064516129,0
"Problems.in.accessing.health.care..distance.to.health.facility.....of.women...Q3",24.85,24.85,24.7,25,0.212132034355965,60,0.032258064516129,0
"Problems.in.accessing.health.care..distance.to.health.facility.....of.women...Q4",17.75,17.75,17.1,18.4,0.91923881554251,60,0.032258064516129,0
"Problems.in.accessing.health.care..distance.to.health.facility.....of.women...Q5..highest.",9.2,9.2,7.7,10.7,2.12132034355964,60,0.032258064516129,0
"Problems.in.accessing.health.care..getting.money.for.treatment.....of.women...Q1..lowest.",44.6,44.6,31.5,57.7,18.5261976670875,60,0.032258064516129,0
"Problems.in.accessing.health.care..getting.money.for.treatment.....of.women...Q2",41,41,31.4,50.6,13.5764501987817,60,0.032258064516129,0
"Problems.in.accessing.health.care..getting.money.for.treatment.....of.women...Q3",36.05,36.05,30.1,42,8.41457069611991,60,0.032258064516129,0
"Problems.in.accessing.health.care..getting.money.for.treatment.....of.women...Q4",28.25,28.25,26.8,29.7,2.05060966544099,60,0.032258064516129,0
"Problems.in.accessing.health.care..getting.money.for.treatment.....of.women...Q5..highest.",17.65,17.65,16.8,18.5,1.20208152801713,60,0.032258064516129,0
"Problems.in.accessing.health.care..concern.there.may.not.be.a.female.provider.....of.women...Q1..lowest.",9.1,9.1,9.1,9.1,NA,61,0.0161290322580645,0
"Problems.in.accessing.health.care..concern.there.may.not.be.a.female.provider.....of.women...Q2",9.6,9.6,9.6,9.6,NA,61,0.0161290322580645,0
"Problems.in.accessing.health.care..concern.there.may.not.be.a.female.provider.....of.women...Q3",9.6,9.6,9.6,9.6,NA,61,0.0161290322580645,0
"Problems.in.accessing.health.care..concern.there.may.not.be.a.female.provider.....of.women...Q4",8.1,8.1,8.1,8.1,NA,61,0.0161290322580645,0
"Problems.in.accessing.health.care..concern.there.may.not.be.a.female.provider.....of.women...Q5..highest.",5.8,5.8,5.8,5.8,NA,61,0.0161290322580645,0
"Problems.in.accessing.health.care..getting.permission.to.go.for.treatment.....of.women...Q1..lowest.",10.4,10.4,9.1,11.7,1.83847763108502,60,0.032258064516129,0
"Problems.in.accessing.health.care..getting.permission.to.go.for.treatment.....of.women...Q2",8.3,8.3,7.4,9.2,1.27279220613578,60,0.032258064516129,0
"Problems.in.accessing.health.care..getting.permission.to.go.for.treatment.....of.women...Q3",7.2,7.2,5.8,8.6,1.97989898732233,60,0.032258064516129,0
"Problems.in.accessing.health.care..getting.permission.to.go.for.treatment.....of.women...Q4",5.35,5.35,4.5,6.2,1.20208152801713,60,0.032258064516129,0
"Problems.in.accessing.health.care..getting.permission.to.go.for.treatment.....of.women...Q5..highest.",3.9,3.9,2.9,4.9,1.4142135623731,60,0.032258064516129,0
"Problems.in.accessing.health.care..any.of.the.specified.problems.....of.women...Q1..lowest.",53.4,53.4,38.7,68.1,20.7889393668845,60,0.032258064516129,0
"Problems.in.accessing.health.care..any.of.the.specified.problems.....of.women...Q2",49.45,49.45,37.8,61.1,16.4755880016466,60,0.032258064516129,0
"Problems.in.accessing.health.care..any.of.the.specified.problems.....of.women...Q3",45.45,45.45,38.1,52.8,10.3944696834422,60,0.032258064516129,0
"Problems.in.accessing.health.care..any.of.the.specified.problems.....of.women...Q4",36.9,36.9,34.2,39.6,3.81837661840736,60,0.032258064516129,0
"Problems.in.accessing.health.care..any.of.the.specified.problems.....of.women...Q5..highest.",25.45,25.45,23.6,27.3,2.61629509039023,60,0.032258064516129,0
"Problems.in.accessing.health.care..having.to.take.transport.....of.women...Q1..lowest.",20.3,20.3,20.3,20.3,NA,61,0.0161290322580645,0
"Problems.in.accessing.health.care..having.to.take.transport.....of.women...Q2",18.4,18.4,18.4,18.4,NA,61,0.0161290322580645,0
"Problems.in.accessing.health.care..having.to.take.transport.....of.women...Q3",18.1,18.1,18.1,18.1,NA,61,0.0161290322580645,0
"Problems.in.accessing.health.care..having.to.take.transport.....of.women...Q4",14.2,14.2,14.2,14.2,NA,61,0.0161290322580645,0
"Problems.in.accessing.health.care..having.to.take.transport.....of.women...Q5..highest.",8.8,8.8,8.8,8.8,NA,61,0.0161290322580645,0
"Under.5.mortality.rate..per.1.000.live.births...Q1..lowest.",129,113.8,57,149,36.874110158755,57,0.0806451612903226,0
"Under.5.mortality.rate..per.1.000.live.births...Q2",109,104.8,63,130,25.6846257516048,57,0.0806451612903226,0
"Under.5.mortality.rate..per.1.000.live.births...Q3",92,88,54,121,24.114311103575,57,0.0806451612903226,0
"Under.5.mortality.rate..per.1.000.live.births...Q4",61,66.4,51,85,14.0996453856117,57,0.0806451612903226,0
"Under.5.mortality.rate..per.1.000.live.births...Q5..highest.",62,65.8,47,91,16.0530370958271,57,0.0806451612903226,0
"Acceptability.of.media.messages.on.family.planning....of.women...Q1..lowest.",87.8,87.8,87.8,87.8,NA,61,0.0161290322580645,0
"Acceptability.of.media.messages.on.family.planning....of.women...Q2",90.9,90.9,90.9,90.9,NA,61,0.0161290322580645,0
"Acceptability.of.media.messages.on.family.planning....of.women...Q3",90.8,90.8,90.8,90.8,NA,61,0.0161290322580645,0
"Acceptability.of.media.messages.on.family.planning....of.women...Q4",92.2,92.2,92.2,92.2,NA,61,0.0161290322580645,0
"Acceptability.of.media.messages.on.family.planning....of.women...Q5..highest.",92.5,92.5,92.5,92.5,NA,61,0.0161290322580645,0
"Median.age.at.first.birth..women.ages.25.49...Q1..lowest.",18.6,18.64,18.2,19.1,0.36469165057621,57,0.0806451612903226,0
"Median.age.at.first.birth..women.ages.25.49...Q2",19,19,18.6,19.3,0.308220700148449,57,0.0806451612903226,0
"Median.age.at.first.birth..women.ages.25.49...Q3",19.3,19.3,19.1,19.5,0.141421356237309,57,0.0806451612903226,0
"Median.age.at.first.birth..women.ages.25.49...Q4",20,19.78,19.1,20.4,0.521536192416211,57,0.0806451612903226,0
"Median.age.at.first.birth..women.ages.25.49...Q5..highest.",21.7,21.54,20.3,22.6,0.838450952650184,57,0.0806451612903226,0
"Median.age.at.first.marriage..women.ages.25.49...Q1..lowest.",17.8,17.92,17.4,18.6,0.516720427310553,57,0.0806451612903226,0
"Median.age.at.first.marriage..women.ages.25.49...Q2",18.7,18.64,18,19.1,0.450555213042753,57,0.0806451612903226,0
"Median.age.at.first.marriage..women.ages.25.49...Q3",19.1,19.14,18.6,19.6,0.364691650576209,57,0.0806451612903226,0
"Median.age.at.first.marriage..women.ages.25.49...Q4",20.2,19.94,19.1,20.6,0.618869937870632,57,0.0806451612903226,0
"Median.age.at.first.marriage..women.ages.25.49...Q5..highest.",22,21.8,20.4,22.6,0.927361849549572,57,0.0806451612903226,0
"Median.age.at.first.sexual.intercourse..women.ages.25.49...Q1..lowest.",16.5,16.32,15.6,17.2,0.668580586017871,57,0.0806451612903226,0
"Median.age.at.first.sexual.intercourse..women.ages.25.49...Q2",16.9,16.68,16.2,17.1,0.443846820423443,57,0.0806451612903226,0
"Median.age.at.first.sexual.intercourse..women.ages.25.49...Q3",17.1,17,16.6,17.3,0.33166247903554,57,0.0806451612903226,0
"Median.age.at.first.sexual.intercourse..women.ages.25.49...Q4",18,17.52,16.4,18.3,0.858487041253391,57,0.0806451612903226,0
"Median.age.at.first.sexual.intercourse..women.ages.25.49...Q5..highest.",18.9,18.96,18,20,0.884872872225158,57,0.0806451612903226,0
"Heard.family.planning.on.radio.and.television....of.women...Q1..lowest.",39.9,39.8,33,46.5,6.75055553269507,59,0.0483870967741935,0
"Heard.family.planning.on.radio.and.television....of.women...Q2",66,60.8666666666667,44.4,72.2,14.593605905784,59,0.0483870967741935,0
"Heard.family.planning.on.radio.and.television....of.women...Q3",74.6,69,53.5,78.9,13.5944841755765,59,0.0483870967741935,0
"Heard.family.planning.on.radio.and.television....of.women...Q4",76.4,72.6,58,83.4,13.1194512080346,59,0.0483870967741935,0
"Heard.family.planning.on.radio.and.television....of.women...Q5..highest.",80,75.8666666666667,65.2,82.4,9.31522051984457,59,0.0483870967741935,0
"Mean.ideal.number.of.children..per.woman...Q1..lowest.",4.9,4.95,4.6,5.4,0.369684550213647,58,0.0645161290322581,0
"Mean.ideal.number.of.children..per.woman...Q2",4.05,4.075,3.9,4.3,0.170782512765993,58,0.0645161290322581,0
"Mean.ideal.number.of.children..per.woman...Q3",3.85,3.825,3.7,3.9,0.0957427107756337,58,0.0645161290322581,0
"Mean.ideal.number.of.children..per.woman...Q4",3.45,3.475,3.4,3.6,0.0957427107756339,58,0.0645161290322581,0
"Mean.ideal.number.of.children..per.woman...Q5..highest.",3.1,3.075,3,3.1,0.05,58,0.0645161290322581,0
"Knowledge.of.contraception..any.method.....of.married.women...Q1..lowest.",89.3,89.925,84.3,96.8,5.85398724517458,58,0.0645161290322581,0
"Knowledge.of.contraception..any.method.....of.married.women...Q2",97.35,97.275,96,98.4,1.08128010555391,58,0.0645161290322581,0
"Knowledge.of.contraception..any.method.....of.married.women...Q3",98.55,98.5,97.9,99,0.496655480858376,58,0.0645161290322581,0
"Knowledge.of.contraception..any.method.....of.married.women...Q4",99.15,99.1,98.8,99.3,0.21602468994693,58,0.0645161290322581,0
"Knowledge.of.contraception..any.method.....of.married.women...Q5..highest.",98.9,98.9,98.6,99.2,0.34641016151378,58,0.0645161290322581,0
"Knowledge.of.contraception..modern.method.....of.married.women...Q1..lowest.",88.2,88.75,83.8,94.8,5.23418252133671,58,0.0645161290322581,0
"Knowledge.of.contraception..modern.method.....of.married.women...Q2",97.2,97.175,95.9,98.4,1.09962114688045,58,0.0645161290322581,0
"Knowledge.of.contraception..modern.method.....of.married.women...Q3",98.25,98.175,97.5,98.7,0.537742193496724,58,0.0645161290322581,0
"Knowledge.of.contraception..modern.method.....of.married.women...Q4",99.05,99.05,98.8,99.3,0.208166599946613,58,0.0645161290322581,0
"Knowledge.of.contraception..modern.method.....of.married.women...Q5..highest.",98.9,98.875,98.5,99.2,0.377491721763541,58,0.0645161290322581,0
"Desire.to.stop..limit..childbearing....of.married.women...Q1..lowest.",43.5,44.7,41.8,50.3,3.56160076370162,57,0.0806451612903226,0
"Desire.to.stop..limit..childbearing....of.married.women...Q2",51.5,52.68,46.7,59.9,6.2331372518179,57,0.0806451612903226,0
"Desire.to.stop..limit..childbearing....of.married.women...Q3",54.5,56.02,53.1,60.4,3.09951609126328,57,0.0806451612903226,0
"Desire.to.stop..limit..childbearing....of.married.women...Q4",55.9,55.64,49.1,59.7,4.09975609030586,57,0.0806451612903226,0
"Desire.to.stop..limit..childbearing....of.married.women...Q5..highest.",46.8,49.26,44.7,54.9,5.16362275926505,57,0.0806451612903226,0
"Median.birth.interval..months...Q1..lowest.",30.35,30,26.1,31.7,2.00399600798006,56,0.0967741935483871,0
"Median.birth.interval..months...Q2",31.95,31.4333333333333,28.3,34,1.97956224117017,56,0.0967741935483871,0
"Median.birth.interval..months...Q3",33.8,33.25,29,39.1,3.69147666930187,56,0.0967741935483871,0
"Median.birth.interval..months...Q4",33.55,33.9333333333333,26.7,43.9,5.82088194921239,56,0.0967741935483871,0
"Median.birth.interval..months...Q5..highest.",36.1,36.2333333333333,28.7,47.5,6.52462004002277,56,0.0967741935483871,0
"Fertility.planning.status..wanted.later.....of.births...Q1..lowest.",28.45,29.8,24.5,37.8,6.17359970627618,58,0.0645161290322581,0
"Fertility.planning.status..wanted.later.....of.births...Q2",31,31.9,26.6,39,5.68448179989463,58,0.0645161290322581,0
"Fertility.planning.status..wanted.later.....of.births...Q3",32.45,31.975,25,38,6.3205353148817,58,0.0645161290322581,0
"Fertility.planning.status..wanted.later.....of.births...Q4",31.05,31.25,23.2,39.7,7.54387168501692,58,0.0645161290322581,0
"Fertility.planning.status..wanted.later.....of.births...Q5..highest.",28.6,27.225,19,32.7,6.44276079539406,58,0.0645161290322581,0
"Family.planning.messages.in.print....of.women...Q1..lowest.",9.5,10.2,8.8,12.3,1.85202591774521,59,0.0483870967741935,0
"Family.planning.messages.in.print....of.women...Q2",18.1,18.2,17.3,19.2,0.953939201416945,59,0.0483870967741935,0
"Family.planning.messages.in.print....of.women...Q3",24.8,25.1333333333333,23,27.6,2.3180451534285,59,0.0483870967741935,0
"Family.planning.messages.in.print....of.women...Q4",33.1,35.1,31.1,41.1,5.29150262212918,59,0.0483870967741935,0
"Family.planning.messages.in.print....of.women...Q5..highest.",49.9,52.7,49.4,58.8,5.28866712887094,59,0.0483870967741935,0
"Fertility.planning.status..wanted.no.more.....of.births...Q1..lowest.",15.65,15.05,13.1,15.8,1.30256157883866,58,0.0645161290322581,0
"Fertility.planning.status..wanted.no.more.....of.births...Q2",18.55,17.7,11.6,22.1,4.86552498023937,58,0.0645161290322581,0
"Fertility.planning.status..wanted.no.more.....of.births...Q3",18.05,17.55,11.8,22.3,4.39431450854397,58,0.0645161290322581,0
"Fertility.planning.status..wanted.no.more.....of.births...Q4",19.15,18.575,12,24,5.2740717982725,58,0.0645161290322581,0
"Fertility.planning.status..wanted.no.more.....of.births...Q5..highest.",13.25,11.775,5.6,15,4.20822607124031,58,0.0645161290322581,0
"Fertility.planning.status..wanted.then.....of.births...Q1..lowest.",55,54.575,49,59.3,5.10775554100494,58,0.0645161290322581,0
"Fertility.planning.status..wanted.then.....of.births...Q2",49.85,49.85,48.7,51,1.16761865920913,58,0.0645161290322581,0
"Fertility.planning.status..wanted.then.....of.births...Q3",51.9,49.975,43.5,52.6,4.34156269869118,58,0.0645161290322581,0
"Fertility.planning.status..wanted.then.....of.births...Q4",50.1,49.575,42,56.1,6.13752121517039,58,0.0645161290322581,0
"Fertility.planning.status..wanted.then.....of.births...Q5..highest.",60.85,60.425,52.2,67.8,6.45619857191521,58,0.0645161290322581,0
"People.using.at.least.basic.drinking.water.services....of..population...Q1..lowest.",31.789575,31.7895783333333,26.50316,37.076,3.32020546189052,44,0.290322580645161,0
"People.using.at.least.basic.drinking.water.services..rural....of.rural.population...Q2",37.69045,37.6904516666667,29.78644,45.59446,4.96422120210832,44,0.290322580645161,0
"Vaccinations..all.vaccinations.....of.children.ages.12.23.months...Q1..lowest.",61.6,55.64,37.8,65.9,12.2455297966237,57,0.0806451612903226,0
"Vaccinations..all.vaccinations.....of.children.ages.12.23.months...Q2",72.8,66.58,49.9,78,12.168483882555,57,0.0806451612903226,0
"Vaccinations..all.vaccinations.....of.children.ages.12.23.months...Q3",74,72.82,61.8,80.2,7.05209188822721,57,0.0806451612903226,0
"Vaccinations..all.vaccinations.....of.children.ages.12.23.months...Q4",77.3,73.56,56.7,86.7,12.5609713000229,57,0.0806451612903226,0
"Vaccinations..all.vaccinations.....of.children.ages.12.23.months...Q5..highest.",73.2,72.56,58.2,86.4,13.3762102256207,57,0.0806451612903226,0
"Vaccinations..BCG.....of.children.ages.12.23.months...Q1..lowest.",92.8,88.48,70,93.5,10.3352310085455,57,0.0806451612903226,0
"Vaccinations..BCG.....of.children.ages.12.23.months...Q2",94.6,94.02,88.7,97.4,3.49957140232915,57,0.0806451612903226,0
"Vaccinations..BCG.....of.children.ages.12.23.months...Q3",95.7,96.12,93,98.3,2.17761337247914,57,0.0806451612903226,0
"Vaccinations..BCG.....of.children.ages.12.23.months...Q4",97.4,97.38,95.7,99.1,1.49231363995642,57,0.0806451612903226,0
"Vaccinations..BCG.....of.children.ages.12.23.months...Q5..highest.",98.4,97.84,96.2,99.1,1.39032370331517,57,0.0806451612903226,0
"Vaccinations..DPT.3.....of.children.ages.12.23.months...Q1..lowest.",76.7,72.24,56.5,83.3,10.4760679646516,57,0.0806451612903226,0
"Vaccinations..DPT.3.....of.children.ages.12.23.months...Q2",86.2,82.48,71.2,90.1,7.66922421109202,57,0.0806451612903226,0
"Vaccinations..DPT.3.....of.children.ages.12.23.months...Q3",86.4,88.26,85.8,92,3.07050484448405,57,0.0806451612903226,0
"Vaccinations..DPT.3.....of.children.ages.12.23.months...Q4",88.8,88,80.7,93.7,5.60044641077834,57,0.0806451612903226,0
"Vaccinations..DPT.3.....of.children.ages.12.23.months...Q5..highest.",89.6,86.48,72.4,93.6,8.70384972296742,57,0.0806451612903226,0
"Vaccinations..Measles.....of.children.ages.12.23.months...Q1..lowest.",69.7,68.16,54.8,76.4,8.93045351591956,57,0.0806451612903226,0
"Vaccinations..Measles.....of.children.ages.12.23.months...Q2",80.8,80.78,68.1,88.5,8.05027949825346,57,0.0806451612903226,0
"Vaccinations..Measles.....of.children.ages.12.23.months...Q3",84.7,84.08,79.3,88.3,3.36333168153247,57,0.0806451612903226,0
"Vaccinations..Measles.....of.children.ages.12.23.months...Q4",89.8,87.76,80.3,94.5,5.65446726049413,57,0.0806451612903226,0
"Vaccinations..Measles.....of.children.ages.12.23.months...Q5..highest.",89.8,90.7,88,93.9,2.65047165613971,57,0.0806451612903226,0
"Vaccinations..no.vaccinations.....of.children.ages.12.23.months...Q1..lowest.",6.1,7.8,3.4,18.5,6.08892437134836,57,0.0806451612903226,0
"Vaccinations..no.vaccinations.....of.children.ages.12.23.months...Q2",3,3.02,1.1,5.1,1.51228304229069,57,0.0806451612903226,0
"Vaccinations..no.vaccinations.....of.children.ages.12.23.months...Q3",3.6,2.88,1.1,4.3,1.55627761019684,57,0.0806451612903226,0
"Vaccinations..no.vaccinations.....of.children.ages.12.23.months...Q4",1.9,1.54,0.3,2.6,0.923579991121505,57,0.0806451612903226,0
"Vaccinations..no.vaccinations.....of.children.ages.12.23.months...Q5..highest.",1.5,1.66,0.9,2.9,0.820365772079747,57,0.0806451612903226,0
